name,google_place_id,search_query,latitude,longitude,address,average_rating,review_count,category,description,description_original
Bantayan Bay Cordova,ChIJa2E7f3qbqTMR3fhTmgUpMos,beaches in Cebu,10.245533,123.9502955,"6WWX+CRV, Cordova, Cebu, Philippines",4.3,133.0,attraction,"Bantayan Bay Cordova attraction Location: Bantayan Island, Northern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: World-class white sand beach, Night Life tourist attraction","Location: Bantayan Island, Northern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: World-class white sand beach, Night Life"
Sayaw Beach Resort,ChIJN68K4BFiqTMRvCmAZH8gmgs,beaches in Cebu,10.1159508,123.4823554,"Sayaw Beach Resort Gate 1, Barili, Cebu, Philippines",4.0,299.0,attraction,"Sayaw Beach Resort attraction Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation tourist attraction","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation"
junjun beach,ChIJn1CSWraQqTMRfev5vyg8Jjk,beaches in Cebu,10.2875571,124.0052653,"junjun aqua water beach, Buyong Rd, Maribago, Lapu-Lapu, 6015 Cebu, Philippines",3.9,49.0,entertainment,"junjun beach entertainment Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach sports complex tourist attraction sports activity location","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Suba-Basbas Public Beach,ChIJIcZcTHmaqTMRGucL2_tRCFs,beaches in Cebu,10.2551012,123.9703703,"Suba-Basbas Public Beach, Suba Basbas Rd, Lapu-Lapu, Cebu, Philippines",3.5,20.0,beach,"Suba-Basbas Public Beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Hello Kitty Beach,ChIJm6vfmXiXqTMR4kJkv5iCjuw,beaches in Cebu,10.3305858,124.0443755,"82JV+6QJ, Punta Engaño Rd, Lapu-Lapu, Cebu, Philippines",2.8,28.0,attraction,"Hello Kitty Beach attraction Hello Kitty Beach is a attraction located in Cebu, Philippines. tourist attraction","Hello Kitty Beach is a attraction located in Cebu, Philippines."
Ocean Pearl Resort,ChIJKXD6cZeQqTMRwUq1gbgLimI,beaches in Cebu,10.2646606,123.9871663,"tongo beach, Lapu-Lapu, 6015 Cebu, Philippines",3.8,630.0,accommodation,"Ocean Pearl Resort accommodation Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation resort hotel hotel lodging","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation"
J&J BEACH,ChIJiwISPsGXqTMRcH4hQWrOJlc,beaches in Cebu,10.3223822,124.030494,"Lapu-Lapu, Cebu, Philippines",4.0,3.0,attraction,"J&J BEACH attraction Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach tourist attraction","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Biasong Beach,ChIJE2TfT82dqTMRTyw-eL4h860,beaches in Cebu,10.2369854,123.8271812,"6RPG+QVV, Unnamed Road, Talisay, Cebu, Philippines",3.9,11.0,attraction,"Biasong Beach attraction Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach tourist attraction","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
South Palms Resort- Cebu Office,ChIJz9Y5qGmZqTMRl2Lc5DD9XmM,beaches in Cebu,10.3025961,123.9136826,"Pier 4, Gate 5 ​​Arellano Blvd, Cebu City, 6000 Cebu, Philippines",5.0,3.0,beach,"South Palms Resort- Cebu Office beach Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Palm Beach Hotel Resort,ChIJf8v-5Bx4qTMRMWZHKUvsglg,beaches in Cebu,10.2306712,123.78336489999998,"6QJM+789, A. Apostol St., Minglanilla, 6046 Cebu, Philippines",3.5,106.0,accommodation,"Palm Beach Hotel Resort accommodation Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls resort hotel hotel lodging We offer private transfers and limo services in Cebu for airport, cruise port, and hotel pickups. Our licensed, insured vehicles ensure comfort and reliability. Professional, English-speaking drivers…","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Climaco Beach,ChIJfa2ejy-XqTMRwZUTlx45c_k,beaches in Cebu,10.2929796,124.010182,"Pinfish Street, Residences, Vistamar Blvd, Lapu-Lapu, 6015 Cebu, Philippines",4.1,71.0,beach,"Climaco Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
"Progress beach , Compostela",ChIJ-xuu4Hq7qTMRTQKJtzK8dhI,beaches in Cebu,10.4457554,124.0098745,"Progress beach , Compostela, Central Nautical Hwy, Compostela, Cebu, Philippines",4.1,16.0,beach,"Progress beach , Compostela Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls beach natural feature","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
JPark Beach side,ChIJ5TdO_UaRqTMR4R_y76E3BhA,beaches in Cebu,10.280256,123.997529,"JPark Beach side, Maribago, Lapu-Lapu, Cebu, Philippines",4.1,21.0,beach,JPark Beach side Marineboy offers a good service with free welcome drinks. We offer the following sports: 1.Parasailing 2.Scuba Diving 3.Jetski 4.Band Wagun 5.Banana Boat 6.Island Hopping Tour 7.Sunset Hopping Tour… beach natural feature,Marineboy offers a good service with free welcome drinks. We offer the following sports: 1.Parasailing 2.Scuba Diving 3.Jetski 4.Band Wagun 5.Banana Boat 6.Island Hopping Tour 7.Sunset Hopping Tour…
Emerson's Beach Resort,ChIJW8wZWIOQqTMRuRdd8AgAwlI,beaches in Cebu,10.2598162,123.98416829999998,"7X5M+WMF, Lapu-Lapu, 6015 Cebu, Philippines",3.7,60.0,beach,"Emerson's Beach Resort Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Cordova sandbar beach,ChIJ8RtLpW-bqTMRTGQRKoauawU,beaches in Cebu,10.2492738,123.9546797,"Roro Port Rd, Cordova, Cebu, Philippines",3.8,10.0,beach,"Cordova sandbar beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls service","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Osing Beach Resort,ChIJF894QDCdqTMRfO-Q5OenVLU,beaches in Cebu,10.2365506,123.82854220000002,"Z2, Central Biasong, Talisay, 6045 Cebu, Philippines",4.2,9.0,beach,"Osing Beach Resort Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: 360-degree overlooking view, Kiddie Playground, Trekking, Accommodation"
Danilo's White Beach Cottage,ChIJLx_4twaXqTMRy8wbQTpuIWU,beaches in Cebu,10.3205803,124.0276401,"82CH+63J, Lapu-Lapu, Cebu, Philippines",5.0,2.0,attraction,"Danilo's White Beach Cottage attraction Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls tourist attraction","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
JUNJUNBEACH AQUA,ChIJl1vJPAiXqTMRjzZO0OrewfA,beaches in Cebu,10.287556600000002,124.00526569999998,"Buyong, Maribago, Lapu-lapu City, Cebu City, 6015 Cebu, Philippines",4.2,26.0,attraction,"JUNJUNBEACH AQUA attraction JUNJUNBEACH AQUA is a attraction located in Cebu, Philippines. tourist attraction lodging","JUNJUNBEACH AQUA is a attraction located in Cebu, Philippines."
Aroma Beach,ChIJldAx2Al_qTMROtLD4K5oONo,beaches in Cebu,10.1571643,123.709211,"Aroma Beach, San Fernando, Cebu, Philippines",4.4,11.0,beach,"Aroma Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach beach natural feature","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
Ouano Beach House,ChIJE5t8IzWXqTMRJqGZcFz_log,beaches in Cebu,10.286104,123.999523,"Maribago, Lapu-Lapu, Cebu, Philippines",4.8,25.0,accommodation,"Ouano Beach House accommodation Location: Parian, Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: One of the oldest homes in Cebu City resort hotel hotel lodging One of the oldest residential structure in the Philippines.","Location: Parian, Cebu City — approx. 1.5 hours away from Mactan Airport. | What to expect: One of the oldest homes in Cebu City"
Maharlika Seaside Park,ChIJgdHK9fedqTMRjVz01w_oFj0,beaches in Cebu,10.2381755,123.8192369,"6RQ9+7MH, Talisay, Cebu, Philippines",4.3,27.0,nature,"Maharlika Seaside Park nature Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking","Location: Balamban, (uphill) Northernwestern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: Horseback riding, Sky Biking, Zip Lining, Camping, Hiking"
Sugar Beach,ChIJP14r2qViqDMRl3szqgqBl0Q,beaches in Cebu,11.1511996,123.8026075,"5R23+F2H, C. Batiancila Street, Santa Fe, 6047 Lalawigan ng Cebu, Philippines",4.2,266.0,beach,"Sugar Beach Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach","Location: Maravilla, Tabuelan, Northern Cebu — approx. 3-4 hours away from Mactan Airport. | What to expect: White sand beach"
The Cebu Beach House,ChIJfWLlM9CzqTMRlJeGkHWLye8,beaches in Cebu,10.5996505,124.0281214,"H2XH+V69, Carmen, Cebu, Philippines",4.3,31.0,accommodation,"The Cebu Beach House accommodation Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens resort hotel hotel lodging","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Katano Hidden Beach,ChIJyfdN_2-RqTMRqhCNpTasriQ,beaches in Cebu,10.2553747,123.9771995,"7X4G+4VW, Lapu-Lapu, Cebu, Philippines",3.6,7.0,beach,"Katano Hidden Beach Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls","Location: Lambug, Badian, Southern Cebu — approx. 4-5 hours away from Mactan Airport. | What to expect: White sand beach, Beach resorts, near to Kawasan Falls"
Verano Jr Garden,ChIJzx5BolKZqTMR3hpd77w-Fac,gardens in Cebu,10.307748,123.88706689999998,"Espina Compound, 8 B. Rodriguez St, Cebu City, 6000 Cebu, Philippines",4.2,9.0,nature,"Verano Jr Garden nature Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool botanical garden","Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool"
Love Lock Garden,ChIJlWV0slufqTMRJeUsvOHkDBo,gardens in Cebu,10.370913,123.8715769,"9VCC+9J8, Roosevelt Drive, Cebu City, 6000 Cebu, Philippines",4.5,11.0,nature,"Love Lock Garden nature Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool The Christmas Village of Love in Cebu was initially called the Christmas Village of Hope. It was first conceptualized by couples Clayton and Joji Tugonon. Clayton was one of Cebu’s gems being a sought…","Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool"
Buwakan ni Alejandra,ChIJwy_X8WAKqTMRQPfNwb_X5yo,gardens in Cebu,10.4305388,123.7761244,"Sitio Bunga Barangay, Balamban, 6041 Cebu, Philippines",4.6,1511.0,attraction,"Buwakan ni Alejandra attraction Location: Balamban, (uphill) Cebu — approx. 3 hours away from Mactan Airport. | What to expect: Massive flower garden tourist attraction","Location: Balamban, (uphill) Cebu — approx. 3 hours away from Mactan Airport. | What to expect: Massive flower garden"
Don meon Garden,ChIJA-UVq9mhqTMRLYWCoQlHlKk,gardens in Cebu,10.4406378,123.869035,"CVR9+7J3, Cebu City, 6000 Cebu, Philippines",4.9,7.0,nature,"Don meon Garden nature Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool","Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool"
Lakeview Le Jardin,ChIJd_jrWVWZqTMRxkCd_5mYRjs,gardens in Cebu,10.418756,123.7987969,"Km30 Cebu Transcentral Hwy, Cebu City, 6000 Cebu, Philippines",4.7,371.0,nature,"Lakeview Le Jardin nature Lakeview Le Jardin is a nature located in Cebu, Philippines. garden cafe lodging restaurant food","Lakeview Le Jardin is a nature located in Cebu, Philippines."
Angelicum Garden of Angels,ChIJJbfd4lSYqTMRS3ATC-Ydt6k,gardens in Cebu,10.3643521,123.9280191,"9W7H+P6R, Riverside, Mandaue, Cebu, Philippines",4.6,60.0,nature,"Angelicum Garden of Angels nature Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view park","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Queen City Memorial Gardens Corporation,ChIJsSgta0aZqTMROUdw_V_lEEo,gardens in Cebu,10.30941,123.9121335,"8W56+QV6 Queens Garden, Cebu City, 6000 Cebu, Philippines",3.1,8.0,religious,"Queen City Memorial Gardens Corporation religious Location: Sirao, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: “Little Amsterdam” Garden Feels, Flower Gardens, Instagrammable Spots cemetery service","Location: Sirao, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: “Little Amsterdam” Garden Feels, Flower Gardens, Instagrammable Spots"
Ka-tilong Sunflower Farm,ChIJT-YJdY6hqTMRDrz-csRelYA,gardens in Cebu,10.410261600000002,123.82670379999998,"Tabunan, Cantipla, CR6G+4M4, 1st St, Cebu City, 6000 Cebu, Philippines",4.4,9.0,nature,"Ka-tilong Sunflower Farm nature Location: Carcar City, Southern Cebu — approx. 3.5 hours away from Mactan Airport. | What to expect: Flower garden, Glamping, Instagrammable spots","Location: Carcar City, Southern Cebu — approx. 3.5 hours away from Mactan Airport. | What to expect: Flower garden, Glamping, Instagrammable spots"
Villa Esperanza Garden,ChIJxTKP1RucqTMRMaGDFg7xBYc,gardens in Cebu,10.2920755,123.8691764,"E Sabellano Street, Cebu City, 6000 Cebu, Philippines",4.2,53.0,entertainment,"Villa Esperanza Garden entertainment Villa Esperanza Garden is a entertainment located in Cebu, Philippines. event venue catering service garden food delivery wedding venue food service","Villa Esperanza Garden is a entertainment located in Cebu, Philippines."
micasa garden,ChIJKc-t8wGlqTMREvifWNrj8S4,gardens in Cebu,10.4605704,123.9152514,"Sitio ga-ang, Cebu City, 6000 Cebu, Philippines",4.4,60.0,food_drink,"micasa garden food_drink Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool restaurant food","Location: Busay, (uphill) Cebu City — just near Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Pyramid sheds, Flower gardens, Pool"
Buhisan Dam View Deck,ChIJeZUdou-fqTMRjfzOHy-pcyA,viewpoints in Cebu,10.311976,123.8486112,"8R6X+QCX, Cebu City, 6000 Cebu, Philippines",4.5,31.0,attraction,"Buhisan Dam View Deck attraction Buhisan Dam View Deck is a attraction located in Cebu, Philippines. tourist attraction","Buhisan Dam View Deck is a attraction located in Cebu, Philippines."
TOPS - SKAI360°,ChIJv63SKwCfqTMRdWvwes3Vvmc,viewpoints in Cebu,10.3709544,123.8709002,"9VCC+99J, Cebu City, 6000 Cebu, Philippines",4.5,32.0,attraction,"TOPS - SKAI360° attraction TOPS - SKAI360° is a attraction located in Cebu, Philippines. tourist attraction","TOPS - SKAI360° is a attraction located in Cebu, Philippines."
Cebu's Favela View,ChIJfa2ofQCfqTMR86cyS-vtVTM,viewpoints in Cebu,10.3317149,123.8842214,"8VJM+GFC, Cebu City, 6000 Cebu, Philippines",3.0,4.0,attraction,"Cebu's Favela View attraction Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Late night chill (you may not need to book a stay), Infinity pool, Accommodation tourist attraction","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Late night chill (you may not need to book a stay), Infinity pool, Accommodation"
BAGUIO DE CEBU ECO-MOUNTAIN PARK ADVENTURE,ChIJi4EUR7egqTMRsqagmytm8LU,viewpoints in Cebu,10.4531588,123.8141524,"Brgy, FR37+7M6, Balamban, Cebu, Philippines",4.5,135.0,nature,"BAGUIO DE CEBU ECO-MOUNTAIN PARK ADVENTURE nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
Leah V. Albino-Adarna,ChIJvTK96lqfqTMRf85W9lgIVOM,viewpoints in Cebu,10.3689454,123.8731569,"9V9F+H7F, Roosevelt Drive, Cebu City, 6000 Cebu, Philippines",4.1,25.0,history,"Leah V. Albino-Adarna history Leah V. Albino-Adarna is a history located in Cebu, Philippines. monument tourist attraction","Leah V. Albino-Adarna is a history located in Cebu, Philippines."
Millthy's View,ChIJ6a1cQfSfqTMRM1P0kQe7G-k,viewpoints in Cebu,10.3464209,123.8718147,"Cebu City, 6000 Cebu, Philippines",4.8,4.0,food_drink,"Millthy's View food_drink Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Late night chill (you may not need to book a stay), Infinity pool, Accommodation coffee shop cafe food store food store","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Late night chill (you may not need to book a stay), Infinity pool, Accommodation"
Monterrazas De Cebu,ChIJT6MN1yGZqTMR3UfrE5FetKE,viewpoints in Cebu,10.324419,123.8712144,"Genvi Development Corp, 8990 Corporate Center, Negros Road, Cebu City, 6000 Cebu, Philippines",4.1,216.0,history,"Monterrazas De Cebu history Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens landmark","Location: Carmen, Northern Cebu — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 animal species, Zipline, ATV, Safari Accommodations, Gardens"
Top of Cebu,ChIJ05K0ulufqTMRD6TIgEY1-U8,viewpoints in Cebu,10.3706646,123.8708577,"9VCC+789, Cebu Tops Rd, Cebu City, 6000 Cebu, Philippines",4.4,2475.0,food_drink,"Top of Cebu food_drink Location: Busay, (uphill) Cebu City — just beside Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Dining with a view restaurant food","Location: Busay, (uphill) Cebu City — just beside Tops Lookout, approx. 2 hours away from Mactan Airport. | What to expect: Dining with a view"
Kandungaw Peak,ChIJ013nv-rBqzMRWtmyu0q6lNk,viewpoints in Cebu,9.86689,123.4594,"VF85+QQ2, Badian, Cebu, Philippines",4.7,216.0,nature,"Kandungaw Peak nature Location: Dalaguete, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: 30min to 1 hour of Trekking, Overlooking view nature preserve tourist attraction park","Location: Dalaguete, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: 30min to 1 hour of Trekking, Overlooking view"
Horizon View Condo - Cebu,ChIJ3wv5kX-ZqTMRlPSwIKPdgX8,viewpoints in Cebu,10.3105308,123.8972954,"74 General Maxilom Ave, Cebu City, 6000 Cebu, Philippines",4.1,23.0,nature,"Horizon View Condo - Cebu nature Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center real estate agency service","Location: South Road Properties, Cebu City (across SM Seaside City Cebu) — approx. 2 hours away from Mactan Airport. | What to expect: Over 100 marine species, Water Show, Convention Center"
CCLEX - Cebu City Point,ChIJ71beu9GbqTMRxF6GClNllcI,viewpoints in Cebu,10.287686400000002,123.8892533,"7WG7+9H, Lapu-Lapu, 6000 Cebu, Philippines",4.7,281.0,history,"CCLEX - Cebu City Point history Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility bridge transportation service","Location: Barangay Umapad, Mandaue City, Cebu — near the tip of Marcelo Fernan Bridge in Mandaue City side. — approx. 15-20 minutes away from Mactan Airport. | What to expect: 7 Amazing Water Slides, Giant Wave Pool, Carnival Place, Hotel Facility"
Verified Rooftop Bar & Lounge,ChIJK7Jd7xWZqTMRv1lhz-p5i2g,viewpoints in Cebu,10.3252187,123.9063254,"22nd flr, Rooftop - Avenir Building, 21e Archbishop Reyes Ave, Cebu City, 6000 Cebu, Philippines",4.5,732.0,food_drink,"Verified Rooftop Bar & Lounge food_drink Verified Rooftop Bar & Lounge is a food drink located in Cebu, Philippines. bar lounge bar night club","Verified Rooftop Bar & Lounge is a food drink located in Cebu, Philippines."
Mount Mauyog Pinnacle Karst,ChIJSbkRxsygqTMRnMB8aYzITAk,viewpoints in Cebu,10.4606992,123.8288164,"FR6H+7GG, Balamban, Cebu, Philippines",4.9,41.0,nature,"Mount Mauyog Pinnacle Karst nature Mount Mauyog Pinnacle Karst is a nature located in Cebu, Philippines. nature preserve park","Mount Mauyog Pinnacle Karst is a nature located in Cebu, Philippines."
Lugsangan Peak,ChIJ4W49zRiVqzMRnw1Db0kd0dg,viewpoints in Cebu,9.806738,123.4379354,"RC4Q+M5V, Dalaguete, Cebu, Philippines",4.8,40.0,nature,"Lugsangan Peak nature Location: Dalaguete, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: 30min to 1 hour of Trekking, Overlooking view hiking area sports activity location","Location: Dalaguete, Southern Cebu — approx. 4 hours away from Mactan Airport. | What to expect: 30min to 1 hour of Trekking, Overlooking view"
Mt. Mago,ChIJgYn8TwKvqTMRF6EEG8vfAmY,viewpoints in Cebu,10.5923235,123.9074819,"HWR4+WXH, Danao, Cebu, Philippines",4.8,43.0,nature,"Mt. Mago nature Mt. Mago is a nature located in Cebu, Philippines. nature preserve park","Mt. Mago is a nature located in Cebu, Philippines."
Hills View Village,ChIJOeOaYJ-eqTMRfWFJ4na_pHc,viewpoints in Cebu,10.305236,123.8641227,"8V47+3JX, Cebu S Hills Rd, Cebu City, 6000 Cebu, Philippines",4.2,37.0,nature,"Hills View Village nature Beverly View is an exclusive events glass garden pavilion in a relaxing mountain ambiance nestled on top of Beverly Hills. Private, safe and secured located only 10 minutes away drive from the Waterfront… housing complex service","Beverly View is an exclusive events glass garden pavilion in a relaxing mountain ambiance nestled on top of Beverly Hills. Private, safe and secured located only 10 minutes away drive from the Waterfront…"
The Archdiocesan Shrine of the Most Sacred Heart of Jesus,ChIJIbDGqEWZqTMRoelsHQAPXYs,religious sites in Cebu,10.3088973,123.8990527,"242 Dionisio Jakosalem St, Cebu City, 6000 Cebu, Philippines",4.8,531.0,religious,"The Archdiocesan Shrine of the Most Sacred Heart of Jesus religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view tourist attraction church place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Archdiocesan Shrine of Our Lady of Guadalupe,ChIJaZJt1dOeqTMRw3dscv0YQVM,religious sites in Cebu,10.3305449,123.880357,"969 V Rama Ave, Cebu City, 6000 Cebu, Philippines",4.6,396.0,religious,"Archdiocesan Shrine of Our Lady of Guadalupe religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view church place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Archdiocesan Shrine of Our Lady of Lourdes,ChIJBdMP0hucqTMRLk-E6I6Sl04,religious sites in Cebu,10.2935343,123.8698654,"7VVC+735, 430 Francisco Llamas St, Cebu City, 6000 Cebu, Philippines",4.7,446.0,religious,"Archdiocesan Shrine of Our Lady of Lourdes religious Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view church place of worship association or organization","Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view"
Our Mother of Perpetual Help - Redemptorist Church,ChIJxZmjGUaZqTMRR5u5Tob6zGI,religious sites in Cebu,10.3128236,123.89721120000002,"8V7W+FHP, Queen's Rd, Cebu City, 6000 Cebu, Philippines",4.7,1422.0,religious,"Our Mother of Perpetual Help - Redemptorist Church religious Catholic masses & choral singing at a towering church with a striking, art deco-influenced design. tourist attraction church place of worship association or organization Location: Busay, (uphill) Cebu City — approx. 2 hours away from Mactan Airport. | What to expect: Majestic structures, Overlooking view","Catholic masses & choral singing at a towering church with a striking, art deco-influenced design."
